,seed,average R^2,average MSE,R^2 max name,R^2 max value,R^2 min name,R^2 min value,MSE max name,MSE max value,MSE min name,MSE min value
23,26624,0.11342374822855719,5862952.960697494,S10 (SBS10a - 1.00),0.9982015966043029,S19 (SBS20 - 0.98),-6.530041224024621,S14 (SBS14 - 0.98),37332174.274853535,S21 (SBS23 - 0.94),160437.73671388152
24,57010,0.6481411311434301,2534133.025878806,S10 (SBS10a - 1.00),0.9989208331526258,S24 (SBS31 - 0.98),-0.3493842512760732,S14 (SBS14 - 0.98),12336295.851681583,S18 (SBS19 - 0.95),110503.81770708975
25,72786,0.32295488360608204,4306464.362201208,S10 (SBS10a - 1.00),0.9988172379543762,S23 (SBS28 - 0.96),-7.841907881653002,S14 (SBS14 - 0.98),31682573.55288878,S13 (SBS13 - 0.99),144664.94141480853
26,23762,0.6629034456039754,4000325.6198700713,S10 (SBS10a - 1.00),0.9985397236273407,S24 (SBS31 - 0.98),0.011899214871459285,S14 (SBS14 - 0.98),19964811.193977125,S24 (SBS31 - 0.98),164450.98323357987
27,21797,0.07089171792619613,7450967.596480499,S6 (SBS7a - 1.00),0.996540153744765,S23 (SBS28 - 0.96),-9.940561624402836,S14 (SBS14 - 0.98),48932563.25985357,S13 (SBS13 - 0.99),139687.60570401425
28,91183,0.5919038816782879,6686325.144163204,S10 (SBS10a - 1.00),0.9990300340812955,S3 (SBS3 - 0.97),-0.31672223507693475,S14 (SBS14 - 0.98),47047939.55347882,S24 (SBS31 - 0.98),157715.305541556
29,7823,0.5405064813756647,4977048.939451597,S10 (SBS10a - 1.00),0.9973698923883899,S12 (SBS11 - 0.99),-0.9205691166377272,S14 (SBS14 - 0.98),30159542.34137767,S18 (SBS19 - 0.95),144248.4331540662
30,18788,0.426930960550037,3610793.433733309,S10 (SBS10a - 1.00),0.9985658319198875,S25 (SBS32 - 0.94),-1.7368947519779865,S19 (SBS20 - 0.98),15838911.147323946,S18 (SBS19 - 0.95),169817.60570544834
31,99129,0.6268366373235684,5449315.223798823,S10 (SBS10a - 1.00),0.9983808462008776,S17 (SBS18 - 0.97),-1.2131513311128614,S19 (SBS20 - 0.98),31149176.885750145,S18 (SBS19 - 0.95),183571.9982435321
32,24869,0.593171161619894,5239753.234237652,S10 (SBS10a - 1.00),0.9991857407841245,S18 (SBS19 - 0.95),-1.0197403587825278,S14 (SBS14 - 0.98),37178081.480701104,S18 (SBS19 - 0.95),155617.3162450947
33,92200,0.6003266954653154,5280186.280353962,S10 (SBS10a - 1.00),0.9981444569774053,S21 (SBS23 - 0.94),-0.3552772775181603,S19 (SBS20 - 0.98),27176789.325892426,S13 (SBS13 - 0.99),129382.07484566771
34,67111,0.32029657684835117,4503637.433844376,S10 (SBS10a - 1.00),0.9990145109568451,S25 (SBS32 - 0.94),-9.242951107794013,S19 (SBS20 - 0.98),25785852.982102934,S13 (SBS13 - 0.99),159501.35912564074
35,43599,0.5147979706635635,8309925.510123063,S10 (SBS10a - 1.00),0.9987380616149728,S5 (SBS5 - 0.98),-1.0285952290235487,S14 (SBS14 - 0.98),41448261.27716057,S13 (SBS13 - 0.99),186343.11356769555
36,6132,0.5563977232780322,4258160.221142075,S10 (SBS10a - 1.00),0.9988108167524761,S21 (SBS23 - 0.94),-1.026634241147251,S14 (SBS14 - 0.98),25355891.323741674,S18 (SBS19 - 0.95),81972.3046643797
37,77741,0.38711033041211457,11535394.515343772,S10 (SBS10a - 1.00),0.9988061133123224,S5 (SBS5 - 0.98),-1.3894974141411063,S19 (SBS20 - 0.98),53213603.320069484,S24 (SBS31 - 0.98),244436.798967903
38,28998,0.45127147970214876,7341653.321764986,S10 (SBS10a - 1.00),0.9956783610006644,S25 (SBS32 - 0.94),-1.9766527998891177,S19 (SBS20 - 0.98),38887755.735683106,S13 (SBS13 - 0.99),161424.6377479281
39,10231,0.550288485594551,2995826.7216999154,S10 (SBS10a - 1.00),0.9975943876778997,S23 (SBS28 - 0.96),-1.2895768310549793,S14 (SBS14 - 0.98),17299319.22207041,S21 (SBS23 - 0.94),75297.16208609041
40,53648,0.3623579706536153,6334328.240984254,S10 (SBS10a - 1.00),0.9976299879183177,S21 (SBS23 - 0.94),-2.2997899328889075,S19 (SBS20 - 0.98),36858640.29931008,S13 (SBS13 - 0.99),146971.44847230508
41,26317,0.6225052500095626,4225232.56287594,S10 (SBS10a - 1.00),0.9985375023829641,S24 (SBS31 - 0.98),-0.03057719254011171,S14 (SBS14 - 0.98),19417948.28877615,S24 (SBS31 - 0.98),153873.71671792705
42,2175,0.5836584929087183,5890455.851693416,S6 (SBS7a - 1.00),0.9956710435154936,S21 (SBS23 - 0.94),-1.3116601881843213,S14 (SBS14 - 0.98),38791183.818752095,S13 (SBS13 - 0.99),181115.37939640475
43,57700,0.5814243194279428,8733524.908100858,S10 (SBS10a - 1.00),0.9979952661036386,S21 (SBS23 - 0.94),-0.5977423279316936,S14 (SBS14 - 0.98),53402386.3714231,S24 (SBS31 - 0.98),182893.7480210906
44,5361,0.567095166054668,4255575.59469171,S10 (SBS10a - 1.00),0.9989965081926638,S21 (SBS23 - 0.94),-0.7963748727670421,S19 (SBS20 - 0.98),19538503.335599054,S18 (SBS19 - 0.95),93871.94780688165
45,45572,0.5107348033494795,3424093.008963184,S10 (SBS10a - 1.00),0.996924057093359,S5 (SBS5 - 0.98),-1.2486347451523767,S14 (SBS14 - 0.98),16269348.365284823,S21 (SBS23 - 0.94),120990.37321023854
46,63649,0.6399862512408642,5701536.943324667,S10 (SBS10a - 1.00),0.9977197597429849,S5 (SBS5 - 0.98),-0.27664511573686634,S19 (SBS20 - 0.98),28543512.35762662,S13 (SBS13 - 0.99),131651.34186261275
47,11969,0.603260134587137,6319551.881005445,S10 (SBS10a - 1.00),0.9987497979334442,S21 (SBS23 - 0.94),-0.49047896664679747,S14 (SBS14 - 0.98),43111017.43482273,S18 (SBS19 - 0.95),141420.0412024414
48,61271,0.5604700693832207,6115529.520995537,S10 (SBS10a - 1.00),0.9989248795203506,S25 (SBS32 - 0.94),-0.4430350673732024,S14 (SBS14 - 0.98),52427489.16985886,S24 (SBS31 - 0.98),135885.03846395953
49,33806,0.44054750554762007,5959686.95934507,S10 (SBS10a - 1.00),0.9988467359546023,S21 (SBS23 - 0.94),-3.967314181181748,S14 (SBS14 - 0.98),30908884.221065816,S24 (SBS31 - 0.98),165801.2710532521
50,93748,0.5640916238045373,2166293.4361667465,S10 (SBS10a - 1.00),0.9990469794293335,S23 (SBS28 - 0.96),-0.6131517921795333,S14 (SBS14 - 0.98),11003469.43188968,S21 (SBS23 - 0.94),47106.197143928584
51,32012,0.5925204630562886,4794678.843997565,S10 (SBS10a - 1.00),0.9985080198078767,S5 (SBS5 - 0.98),-0.6062099374677379,S14 (SBS14 - 0.98),24984188.66869554,S13 (SBS13 - 0.99),157807.9618818929
52,87995,0.40888424462821776,6774330.316682138,S10 (SBS10a - 1.00),0.9971098723484575,S29 (SBS97 - 0.95),-2.4323630451275777,S14 (SBS14 - 0.98),33438974.371645078,S18 (SBS19 - 0.95),129965.81494060642
53,11546,0.5547370972970602,5304999.308957412,S10 (SBS10a - 1.00),0.9982539947546633,S17 (SBS18 - 0.97),-0.34335052325482684,S14 (SBS14 - 0.98),38037695.090744354,S21 (SBS23 - 0.94),139153.65441406428
54,93013,0.5934044516123753,5499385.263889435,S10 (SBS10a - 1.00),0.9990402134192038,S21 (SBS23 - 0.94),-0.898253456104547,S14 (SBS14 - 0.98),32407127.34335771,S24 (SBS31 - 0.98),190117.36180409737
55,14173,0.37960386398095153,5924160.914530069,S10 (SBS10a - 1.00),0.9987187925652612,S29 (SBS97 - 0.95),-1.982449717874836,S14 (SBS14 - 0.98),35731566.919996604,S24 (SBS31 - 0.98),152305.00493764304
56,38364,0.6364364321017678,6770624.458885715,S10 (SBS10a - 1.00),0.9990788648914425,S21 (SBS23 - 0.94),-0.031734031499142556,S14 (SBS14 - 0.98),47224105.432329975,S13 (SBS13 - 0.99),183901.55283852044
57,80269,0.4573019611209487,5507503.6800250225,S10 (SBS10a - 1.00),0.9984776645799216,S21 (SBS23 - 0.94),-3.440028430423939,S14 (SBS14 - 0.98),35255531.81208501,S18 (SBS19 - 0.95),157704.05352890203
58,96580,0.42691103238415307,5426619.69290143,S10 (SBS10a - 1.00),0.9984744059797271,S18 (SBS19 - 0.95),-2.4818349714448398,S14 (SBS14 - 0.98),31741655.767740153,S24 (SBS31 - 0.98),118551.30487105151
59,83919,0.3666098845043496,3565362.482834412,S10 (SBS10a - 1.00),0.9988467465559124,S21 (SBS23 - 0.94),-5.890735387720853,S14 (SBS14 - 0.98),11678547.698417522,S21 (SBS23 - 0.94),122452.62222142337
