,seed,average R^2,average MSE,R^2 max name,R^2 max value,R^2 min name,R^2 min value,MSE max name,MSE max value,MSE min name,MSE min value
44,3732,0.7266741852876649,10457159.343834594,S10 (SBS10a - 1.00),0.9991165523089748,S25 (SBS32 - 0.94),-0.8742656968448335,S14 (SBS14 - 0.98),59509756.74816404,S13 (SBS13 - 0.99),80634.6103563795
45,95962,0.6473089942147653,30579745.245053627,S10 (SBS10a - 1.00),0.9992506682875419,S18 (SBS19 - 0.95),-0.6548892917260234,S14 (SBS14 - 0.98),623268591.0306629,S21 (SBS23 - 0.94),105221.97021921775
46,31411,0.782065628760061,18053016.812663164,S6 (SBS7a - 1.00),0.9969253225092515,S20 (SBS22 - 0.99),0.1272842229042186,S14 (SBS14 - 0.98),267706459.14833447,S13 (SBS13 - 0.99),183936.67929936046
47,9254,-1.9903434443412775,16117200.629987203,S10 (SBS10a - 1.00),0.9987031736123122,S24 (SBS31 - 0.98),-81.89278794583974,S23 (SBS28 - 0.96),248546133.85544816,S13 (SBS13 - 0.99),131286.09831082213
48,58227,0.6872114858234374,11566950.832255894,S10 (SBS10a - 1.00),0.9988170101376348,S25 (SBS32 - 0.94),-2.4395716732468804,S14 (SBS14 - 0.98),125727341.36244498,S18 (SBS19 - 0.95),88641.94129050539
49,77727,-3.249135245913016,24721568.28764335,S10 (SBS10a - 1.00),0.9983573584157996,S24 (SBS31 - 0.98),-115.64524340827963,S24 (SBS31 - 0.98),164323360.99698466,S13 (SBS13 - 0.99),106758.26663003766
50,1673,-7.7654012544547175,22838994.773400437,S10 (SBS10a - 1.00),0.999001170089903,S24 (SBS31 - 0.98),-241.63971859683227,S24 (SBS31 - 0.98),441027991.65119976,S21 (SBS23 - 0.94),99977.47028950314
51,68983,0.3445832278983905,20518698.771543376,S10 (SBS10a - 1.00),0.999148968950679,S24 (SBS31 - 0.98),-6.399035021369333,S23 (SBS28 - 0.96),313571640.4110417,S13 (SBS13 - 0.99),112722.76367350714
52,67256,0.7597910636441049,8253163.879451485,S10 (SBS10a - 1.00),0.9985993669725995,S23 (SBS28 - 0.96),-1.5508448618837938,S14 (SBS14 - 0.98),146197956.94066316,S13 (SBS13 - 0.99),98363.92009410913
53,52994,0.8365929423279326,8858964.12687128,S10 (SBS10a - 1.00),0.9994118982614772,S28 (SBS92 - 0.95),0.2499323661643661,S14 (SBS14 - 0.98),122781356.1784773,S13 (SBS13 - 0.99),133478.1857534325
54,74732,-1.7267934653405674,17369335.658403225,S10 (SBS10a - 1.00),0.9994611937996478,S24 (SBS31 - 0.98),-67.96211375277093,S24 (SBS31 - 0.98),143287539.66088113,S13 (SBS13 - 0.99),232535.08972564875
55,18440,0.7525140685987524,11494688.036306107,S10 (SBS10a - 1.00),0.9985788239845269,S24 (SBS31 - 0.98),-1.4987263208642423,S14 (SBS14 - 0.98),194855965.21495515,S21 (SBS23 - 0.94),39553.76816591562
56,71198,-1.1741956819249875,15039753.928992238,S10 (SBS10a - 1.00),0.9993616615678119,S24 (SBS31 - 0.98),-52.679140452088475,S14 (SBS14 - 0.98),144011875.40968567,S21 (SBS23 - 0.94),51783.87070963187
57,29546,-2.7289368707016584,17514746.85654158,S6 (SBS7a - 1.00),0.9978368810877682,S24 (SBS31 - 0.98),-93.15957637811043,S24 (SBS31 - 0.98),248105511.45931202,S13 (SBS13 - 0.99),93676.23691804848
58,47042,0.7197125790839229,10017293.230874889,S10 (SBS10a - 1.00),0.9990721278691599,S25 (SBS32 - 0.94),-1.1666140665642324,S19 (SBS20 - 0.98),69830482.50259848,S13 (SBS13 - 0.99),77519.9186831048
59,69191,0.28867410503142266,28450602.332141075,S10 (SBS10a - 1.00),0.9990865645552653,S8 (SBS8 - 0.92),-12.15399048560649,S14 (SBS14 - 0.98),485460883.1329467,S16 (SBS17 - 0.99),202461.35639252633
60,95888,0.680570070699999,20381898.76098661,S10 (SBS10a - 1.00),0.9989330493294988,S27 (SBS88 - 0.92),-2.4123630771689686,S23 (SBS28 - 0.96),264322142.86513367,S13 (SBS13 - 0.99),118689.75744542382
61,38626,-2.3049291507204894,19028463.253948905,S10 (SBS10a - 1.00),0.9984918340195329,S24 (SBS31 - 0.98),-88.52338905153317,S24 (SBS31 - 0.98),116983394.9222904,S13 (SBS13 - 0.99),180772.93266662094
62,77643,0.7202443402236698,10965076.709487457,S10 (SBS10a - 1.00),0.9979543061268371,S12 (SBS11 - 0.99),-0.5759819724568243,S14 (SBS14 - 0.98),121389974.85559645,S13 (SBS13 - 0.99),161330.30829037324
63,89536,0.6211819812590341,7218387.403169442,S10 (SBS10a - 1.00),0.9981431097881527,S27 (SBS88 - 0.92),-3.0133999970986878,S14 (SBS14 - 0.98),45587334.83495933,S13 (SBS13 - 0.99),128333.80145353031
64,23639,-0.14335814469182692,26393471.445301224,S10 (SBS10a - 1.00),0.9981709712205031,S24 (SBS31 - 0.98),-21.55231023862033,S14 (SBS14 - 0.98),298156884.50193745,S13 (SBS13 - 0.99),257856.42948099624
65,40439,-1.613657011420675,16819178.79408196,S10 (SBS10a - 1.00),0.9988829976513219,S24 (SBS31 - 0.98),-63.02559959898208,S24 (SBS31 - 0.98),202143851.6746827,S13 (SBS13 - 0.99),94083.5668784986
66,79399,0.7503996610084304,4279982.568443013,S10 (SBS10a - 1.00),0.9985172002664071,S23 (SBS28 - 0.96),-0.7279404602114163,S14 (SBS14 - 0.98),45765985.61192679,S21 (SBS23 - 0.94),29473.561584811858
67,52858,0.8194552525463815,7809794.676268334,S10 (SBS10a - 1.00),0.9969461424704754,S3 (SBS3 - 0.97),-0.14291772934467217,S14 (SBS14 - 0.98),83562684.92281131,S13 (SBS13 - 0.99),83824.67157148116
68,88648,0.7515200311557435,4646444.860347951,S10 (SBS10a - 1.00),0.998872824858336,S23 (SBS28 - 0.96),-1.6408258821384307,S14 (SBS14 - 0.98),24941004.572035715,S13 (SBS13 - 0.99),127583.95020173708
69,50637,-0.11720185601816645,20355391.247289106,S10 (SBS10a - 1.00),0.9992809914777675,S24 (SBS31 - 0.98),-11.897650619451191,S19 (SBS20 - 0.98),240117858.43166104,S21 (SBS23 - 0.94),74917.078309186
70,21733,0.7853482519794007,10269620.867948167,S10 (SBS10a - 1.00),0.9987814845118584,S24 (SBS31 - 0.98),-0.21122311758367873,S14 (SBS14 - 0.98),152268414.11747143,S13 (SBS13 - 0.99),170766.83092947048
