Samples	S1 (SBS1 - 0.99)	S2 (SBS2 - 0.99)	S3 (SBS3 - 0.97)	S4 (SBS4 - 0.98)	S5 (SBS5 - 0.98)	S6 (SBS7a - 1.00)	S7 (SBS7b - 0.96)	S8 (SBS8 - 0.92)	S9 (SBS9 - 0.94)	S10 (SBS10a - 1.00)	S11 (SBS10d - 0.98)	S12 (SBS11 - 0.99)	S13 (SBS13 - 0.99)	S14 (SBS14 - 0.98)	S15 (SBS15 - 0.97)	S16 (SBS17 - 0.99)	S17 (SBS18 - 0.97)	S18 (SBS19 - 0.95)	S19 (SBS20 - 0.98)	S20 (SBS22 - 0.99)	S21 (SBS23 - 0.94)	S22 (SBS26 - 0.94)	S23 (SBS28 - 0.96)	S24 (SBS31 - 0.98)	S25 (SBS32 - 0.94)	S26 (SBS44 - 0.97)	S27 (SBS88 - 0.92)	S28 (SBS92 - 0.95)	S29 (SBS97 - 0.95)
03cff38d-7e29-4409-a508-749bddb1b3df	0	26	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0
041e3b42-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	128	0
04339769-517c-448d-a7ca-951f83608c60	58	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0448206f-3ade-4087-b1a9-4fb2d14e1367	0	0	0	0	0	0	0	358	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
046d7386-95c8-4501-9e55-c85bec272a7a	51	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
04aa6b77-8074-480c-872e-a1a47afa5314	0	0	0	0	0	15414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04b570c2-3224-4e9b-81cc-089b4a7ff07a	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04c09376-8756-41d9-bbca-f464170a8cfb	0	0	0	0	0	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04db8bef-8777-48ac-bc2e-3c9acb103f48	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
05070acd-3ec1-44bb-9c32-26d3a483a72a	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
052665d1-ab75-4f40-be5a-b88154c8beed	61	0	0	40	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05486349-24a4-4931-bf5f-c9fefe369af2	117	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0554ffe5-31f7-43f5-8372-2b73c9cf3527	0	0	0	39	0	33	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05616329-e7ba-4efd-87b1-d79cd0f7af3d	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
05780d48-80e7-4d70-b00c-081f8a9519f2	627	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	456	0	0	433	0	0	0	0	0	0	0
05c487aa-72d8-42e6-aa2b-b9b5ce273f5c	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05da3161-1444-4188-914d-19762de3a443	21	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0609b182-0396-4755-b463-10f949c5b8bb	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0624eb1d-3aff-4037-a3c5-fc363a9edd02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	8	0	0	0	0	0	0
062e96d4-c623-11e3-bf01-24c6515278c0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	49	0	0	0	0	89	0	0
063cfacf-9933-4a2d-8921-0aeb76e12779	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
068f4f69-d2fe-4f25-912e-ca7d4623efb6	54	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06ecd127-6c24-422d-a7fb-bf5aee1b8b7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
074fd614-5d9c-4bcc-96ad-351aa14387e3	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
075fc96d-6742-4ef3-9369-482592ad3a2f	42	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
07835447-5d7e-4828-80fd-89b063989c9a	50	0	0	0	0	0	0	120	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
079bcb09-a075-4313-9a3e-dd67734a8c5d	124	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07b5141f-ac79-439b-883b-b0183bbe7ff5	57	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
07e0e938-f61f-477a-92a2-5b7e74b78943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	107	0
07f16397-71bb-4594-ad4d-caa7d2baeabd	39	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
080ecc31-756a-4a1b-a51e-d632ac8219f7	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	263	0	0	0	0	0	0	0	0	0	0	0	0
08227616-02a5-46e8-9db1-f2d1d691ab23	57	62	0	0	0	0	0	0	95	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0831e45e-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0
089be98d-c3c9-4fb4-aef2-7a8578a91d51	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
08ac57ec-0036-4134-a9bb-f22eaa27ab0d	68	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08b5d0e4-4661-460e-a9f7-f2e687414711	0	0	0	0	0	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08d2a566-8407-4e9b-836c-bf5e1e9f85b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	45	0
08e1d976-6c39-428e-a4c2-f655b675683e	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08f7812b-0d74-42ba-985b-d0a027e8a80c	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09497b9b-6fca-48cb-af97-161a3e434a51	54	19	0	0	0	0	0	114	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09508a0d-ebe0-4fa1-b7b2-1710814181cd	0	0	127	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09537dce-c797-4b60-962a-d4c3cd6ab00a	21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0972bfcf-c6c6-48cc-b820-cdfa6279a4f3	63	25	0	50	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
097a7d36-905b-72be-e050-11ac0d482c9a	0	817	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0980e7fd-051d-45e9-9ca6-2baf073da4e8	0	0	0	0	0	0	0	0	0	17006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09bc8542-4ea1-4599-91b3-d606425b37e2	0	63	0	0	0	0	0	184	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09cb8bc5-13ac-44ac-9b7d-6de143373570	111	0	0	0	0	21	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523	83	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a6be23a-d5a0-4e95-ada2-a61b2b5d9485	38	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
0a9c9db0-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0
0ab4d782-9a50-48b9-96e4-6ce42b2ea034	0	0	0	0	0	4406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ae2193f-0d68-485a-b8c2-7568cbcce33e	26	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b19bee7-5281-4915-9d98-c20eb3e84ecf	0	116	0	1343	744	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b29c893-03bf-4131-b192-c14a2788d411	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0
0b6cd7df-6970-4d60-b7b5-85002a7d8781	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	24	19	0	0	0	0	0	0
0b811c6a-8f05-44bd-ac33-fb720d189e71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
0ba8f2e2-935a-4123-86aa-6e7f5de85bf4	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bafd9ae-64b3-492d-a6fd-12aa8edefcbe	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bbc7ede-5022-4084-925c-d65baaf7abc2	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0
0be08326-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	76	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bfd1043-8170-e3e4-e050-11ac0c4860c5	47	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
0bfd1043-8177-e3e4-e050-11ac0c4860c5	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bfd1043-8181-e3e4-e050-11ac0c4860c5	46	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bfd1043-8183-e3e4-e050-11ac0c4860c5	69	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bfd1043-8187-e3e4-e050-11ac0c4860c5	122	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bfd1068-3fc5-a95b-e050-11ac0c4860c3	41	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bfd1068-3fcf-a95b-e050-11ac0c4860c3	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0
0bfd1068-3fd3-a95b-e050-11ac0c4860c3	62	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
0bfd1068-3fd8-a95b-e050-11ac0c4860c3	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	49	0
0c39c03a-ec84-42c6-be69-8e98bc7a9f5a	0	392	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c7aca3f-e006-4de3-afc2-20b4f727d4fd	0	0	0	0	195	61	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c9a5dbc-f7f3-43e7-83d1-77b9fb4b8b54	32	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cb4356c-b5d6-4541-b048-ff6d4b3a5d26	41	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cd60b96-eb2d-4687-9709-d1455ec45de7	112	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cdbabf2-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0
0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cf9bbc2-cbd5-4b64-8d90-cfa416307b39	86	0	0	0	0	0	0	0	0	0	0	0	0	79	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
0d0793c1-df1b-4db1-ba36-adcb960cc0f5	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	50	33	0	0	0	0	0	0	0	0	0	0	0
0d259ac2-03d1-4814-9b0b-d05e3a6029b7	0	0	98	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0d569bd5-418d-4d72-87ca-8e14668c2119	79	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0dd0718d-5ddf-4c59-8c47-0f51303daeb5	0	0	0	0	0	3372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0dd39eca-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0
0e1e628b-823a-4861-aa95-bed2fada7349	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e54cea2-d568-4a33-b9db-b698844e6ad9	54	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	0	0	0	338	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0
0e6ca8dc-0f31-4675-95b1-5920576daeff	0	0	0	0	0	0	27	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e7ac212-0469-4f17-9432-205ab1831257	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	924	0	0	0	0	0	0	0	0	0	0	0	0	0
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
0ed63d84-d3fe-4289-9255-35f4a03b703b	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0eeafcd6-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0
0ef92ff8-829f-425a-91d8-c594b6e22a2b	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	98	0	0	0	0	0	0	0	0	0	0	0	0
0f53e757-1823-409f-a0ea-249270728e15	0	8	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f9e70b3-24cf-4d76-af7b-84ace66ec5a7	0	0	77	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0
0fa9cfba-0f49-47d0-ab54-9dd2144e0a73	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fbd94b1-bb34-4620-841b-861a0b5e0c12	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
0fc63b79-7fff-441d-88fc-922d53c787ab	46	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10136472-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	24	0	0	0	0	0	0	0	0	36	0	0
1021b60d-f7b2-43b0-b2cc-f282d619d533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301	0	0	0	0	0	0	0	0	0	0	0	0	0
105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d	39	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108749d2-5c62-4ef1-92df-aec6941ba53b	0	0	0	0	0	2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108b67d4-5d66-46da-8675-6acae643b76f	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10ad692b-4c3d-42de-9b5e-4968441388b3	146	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10bb1a92-901e-4a14-80f4-5e88f997754b	0	0	0	0	0	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10cb8ac6-c622-11e3-bf01-24c6515278c0	0	0	0	0	241	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110b5f05-ded7-45ec-b0f6-a941c92d77dd	0	0	0	0	0	33	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
1127b561-ea40-4d5e-95df-daa0a5ebc1e4	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	45	0	0	0	0	0	0
11473a98-d953-45f9-abf5-709b68a4bae8	35	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157a548-6770-4c89-a84c-bcf6f0e96ea8	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1168944c-5451-4a18-8758-88bf5723bdd9	0	16	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1193a9c4-5aab-4cd7-a690-60c96bd1172d	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
120f01d1-8884-4aca-a1cb-36b207b2aa3a	30	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
122bf0a9-8052-49da-a9d7-0e5de9ab7032	31	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
