Samples	S1 (SBS1 - 0.99)	S2 (SBS2 - 0.99)	S3 (SBS3 - 0.97)	S4 (SBS4 - 0.98)	S5 (SBS5 - 0.98)	S6 (SBS7a - 1.00)	S7 (SBS7b - 0.96)	S8 (SBS8 - 0.92)	S9 (SBS9 - 0.94)	S10 (SBS10a - 1.00)	S11 (SBS10d - 0.98)	S12 (SBS11 - 0.99)	S13 (SBS13 - 0.99)	S14 (SBS14 - 0.98)	S15 (SBS15 - 0.97)	S16 (SBS17 - 0.99)	S17 (SBS18 - 0.97)	S18 (SBS19 - 0.95)	S19 (SBS20 - 0.98)	S20 (SBS22 - 0.99)	S21 (SBS23 - 0.94)	S22 (SBS26 - 0.94)	S23 (SBS28 - 0.96)	S24 (SBS31 - 0.98)	S25 (SBS32 - 0.94)	S26 (SBS44 - 0.97)	S27 (SBS88 - 0.92)	S28 (SBS92 - 0.95)	S29 (SBS97 - 0.95)
0e54cea2-d568-4a33-b9db-b698844e6ad9	60	0	0	0	0	16	0	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0
0e6ca8dc-0f31-4675-95b1-5920576daeff	92	25	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e7ac212-0469-4f17-9432-205ab1831257	45	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656	0	0	0	0	0	0	365	0	0	0	0	0	0
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ed63d84-d3fe-4289-9255-35f4a03b703b	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0eeafcd6-c623-11e3-bf01-24c6515278c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0
0ef92ff8-829f-425a-91d8-c594b6e22a2b	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	175	0	0	0	0	0	0	0	0	0	0	0	0
0f53e757-1823-409f-a0ea-249270728e15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0
0f9e70b3-24cf-4d76-af7b-84ace66ec5a7	0	0	118	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
0fa9cfba-0f49-47d0-ab54-9dd2144e0a73	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fbd94b1-bb34-4620-841b-861a0b5e0c12	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
