Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
8cf713ff-256b-4411-a1b4-5bf6f445b747	196	0.794	129.33	65.985%	18.005	62.647%	1000.0	0.579
8cf9b32d-3d6f-4898-8c7a-89511b754021	108	0.946	65.051	60.232%	10.523	37.298%	0.44809	0.939
8d4cb709-c95c-4bdc-844b-c0bfa2a3028e	237	0.82	147.202	62.111%	20.016	57.235%	0.39187	0.61
8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d	324	0.983	140.768	43.447%	29.9	29.993%	1000.0	0.984
8d67c121-37d0-4fc0-a349-2c9452589d65	86	0.765	73.257	85.183%	10.066	64.441%	0.66259	0.628
8d7592e2-c622-11e3-bf01-24c6515278c0	250	0.862	140.2	56.08%	19.244	50.996%	1000.0	0.731
8da641e4-9b12-4163-bd1e-9d5af91e5186	408	0.935	148.519	36.402%	22.424	36.511%	0.17222	0.883
8dd14f0e-8601-4aa1-864c-3c49e768cdd1	331	0.929	131.265	39.657%	17.699	36.994%	0.15896	0.853
8ddcf0d9-312f-4055-8984-55d463face34	50	0.653	52.241	104.482%	7.288	75.983%	0.87029	0.455
8e03e773-5557-4e78-889b-4710c515378f	188	0.808	115.867	61.631%	15.281	59.302%	0.36285	0.495
8e48aa43-6cd1-4aef-83ce-2451b1b86e8e	590	0.975	250.623	42.478%	58.814	40.042%	1000.0	0.978
8e7fe8bb-6b3d-428f-a232-97e6042a0f39	43	0.845	39.538	91.949%	5.14	53.882%	0.84385	0.799
8ea666b7-2b6e-4df8-9a9d-b8265b9749b4	805	0.985	249.95	31.05%	55.823	20.011%	1000.0	0.984
8eb90ea4-c622-11e3-bf01-24c6515278c0	169	0.859	91.701	54.261%	12.17	52.035%	1000.0	0.673
8efb116f-4ecf-4191-8ebf-90a94c1880cf	14	0.375	23.469	167.636%	3.934	92.725%	1.99333	0.178
8f558713-f32b-403b-aedf-c79efeb41c67	63	0.769	52.636	83.549%	7.241	66.378%	0.64238	0.636
8fa0484b-5f95-4ec8-b3de-cea2e8f3c5ca	126	0.801	82.726	65.656%	10.583	60.107%	1000.0	0.503
8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6	36	0.617	44.236	122.878%	6.297	78.712%	1.07815	0.464
8fb7fcac-6c1d-40c2-9309-b53821cbef30	146	0.708	121.826	83.442%	15.542	71.387%	1000.0	0.338
8fc11cb6-9d79-41c3-bb45-0dadda890e8d	123	0.859	72.167	58.672%	9.48	51.641%	0.37783	0.718
8fc7a4cc-c25d-4372-bf17-2dae795e5596	65	0.661	62.316	95.871%	8.978	83.002%	0.87865	0.461
8fd5e62c-c622-11e3-bf01-24c6515278c0	413	0.915	181.57	43.964%	24.174	40.476%	1000.0	0.823
8ff9b1b6-a498-47fe-a970-ab7cfb64e653	909	0.993	223.449	24.582%	41.287	15.139%	1000.0	0.992
9011cf17-0783-4f9d-b355-4f0fc1a2e78b	88	0.795	67.855	77.108%	9.329	60.986%	0.51886	0.667
9020b6a5-8325-4b0d-84d9-04371c857910	119	0.863	81.724	68.676%	10.719	50.813%	0.48531	0.788
9032b7fe-e38a-4641-a45e-67041668adc4	151	0.714	111.313	73.717%	14.712	72.045%	0.52096	0.203
90611290-e44c-438e-91aa-f3b83dae3b71	493	0.885	222.762	45.185%	31.365	47.726%	0.18356	0.718
906f6f1e-569d-4ce2-9273-1f305782f77f	33	0.57	39.51	119.727%	5.926	86.44%	1.3427	0.399
9078333d-73d3-496a-9fc3-a94353b7e107	79	0.757	67.644	85.625%	10.526	75.768%	0.67474	0.659
90ab64be-2229-4a8e-b864-4260b6cb39e9	50	0.804	39.752	79.504%	5.917	59.771%	0.68219	0.722
90b3c237-29a4-48b3-90b3-9f2c0ccb5928	124	0.892	71.53	57.685%	10.505	46.608%	0.40961	0.842
90de4296-0223-4b9f-8abb-6db278bfc932	34	0.569	39.634	116.571%	6.269	85.31%	1.20494	0.408
90fd404b-f734-41ed-a601-0f30e43625fc	42	0.666	41.984	99.962%	6.224	75.477%	1.03717	0.502
91397d9c-3120-407f-8847-74b356943469	55	0.669	51.838	94.251%	7.753	81.274%	0.85799	0.493
914421d2-898e-433e-bb66-b1710eaae2c7	213	0.923	108.589	50.981%	14.094	38.488%	0.27509	0.879
915cbb43-9e00-433d-818f-531011bea57e	103	0.792	74.603	72.43%	10.401	62.494%	0.53365	0.636
917564e4-c622-11e3-bf01-24c6515278c0	56	0.688	54.86	97.964%	7.349	72.766%	0.77213	0.48
91b6fd6b-547a-47e4-8ecb-a6f1826ccfd3	54	0.843	46.705	86.491%	6.78	53.939%	0.69123	0.803
91f458e6-64b7-454d-a542-b0aa23638fd8	399	0.904	174.18	43.654%	24.828	45.766%	0.19275	0.799
92126163-00c3-41f2-9ce6-7aad5f621407	83	0.888	50.885	61.307%	7.036	46.094%	0.40471	0.834
9258860c-a336-4075-996d-2ee0c18b281c	547	0.983	167.74	30.665%	27.235	21.097%	0.1187	0.981
926a04de-ef57-4271-91db-e90de8aa8a1a	626	0.969	343.259	54.834%	75.725	53.629%	1000.0	0.977
929f2216-6ab3-414f-a814-49b69d4b49d9	448	0.88	200.743	44.809%	27.893	48.063%	0.17233	0.659
931b24da-5d6d-4c2d-8de9-ef32d6eb8565	1196	0.955	346.027	28.932%	45.858	30.446%	1000.0	0.875
9321341c-c622-11e3-bf01-24c6515278c0	128	0.762	96.061	75.048%	13.548	65.487%	0.55187	0.566
935b113e-f5ed-4a07-8e1d-1603daba7f40	1146	0.98	256.76	22.405%	34.08	19.971%	0.05372	0.964
93a49462-4bd3-4efa-87a5-69006abba5a0	214	0.86	116.058	54.233%	16.464	51.3%	0.30019	0.723
93b51c61-6eea-4228-a102-840a2e118522	23	0.627	27.814	120.93%	4.628	78.227%	1.34449	0.532
93be2990-bceb-45fd-aca5-3358d96e9d5a	73	0.751	62.114	85.088%	8.761	71.773%	0.64496	0.61
93ff786e-0165-4b02-8d27-806d422e93fc	19243	0.997	2563.113	13.32%	494.435	7.162%	1000.0	0.997
94108975-b7a0-40ba-ad39-e44cc62e8cc0	1203	0.989	277.056	23.03%	38.423	16.079%	1000.0	0.985
941fcb56-e059-403d-aab1-0692a3ecc45e	143	0.718	114.405	80.003%	16.099	71.64%	0.598	0.469
94431626-c622-11e3-bf01-24c6515278c0	329	0.877	172.207	52.343%	22.442	48.479%	1000.0	0.725
94434272-4cbd-4b4d-bd98-44f18526dd69	17	0.541	22.866	134.506%	4.939	95.051%	1000.0	0.482
94652d14-2e4d-4f4a-a4f7-8df77df788c0	61	0.855	49.005	80.336%	7.15	52.009%	0.67436	0.814
9536f736-63bc-4099-bd54-740f5910f4a8	286	0.949	116.229	40.64%	15.388	33.74%	0.18902	0.92
9563a264-c622-11e3-bf01-24c6515278c0	107	0.821	70.41	65.804%	9.61	58.162%	0.48311	0.664
959efb81-1d56-4659-9b7a-09f2b62483f2	90	0.688	81.804	90.893%	11.485	75.73%	0.75357	0.477
95cc9620-7686-4805-a96c-cf8e659847c3	102	0.769	76.196	74.702%	11.415	66.801%	0.55628	0.626
95e8d38a-122e-494c-a304-bef4275fed7e	132	0.855	80.871	61.266%	10.413	51.807%	0.38604	0.717
95fc38ac-2b36-4c46-abbf-8d2d52ff9626	82	0.786	60.765	74.104%	7.808	62.514%	0.51288	0.575
9623d295-c23d-4f2f-827c-69f767a26f1f	1232	0.943	409.0	33.198%	57.554	33.959%	1000.0	0.876
9650640f-154d-4696-aa96-3611c6fcee7b	214	0.822	132.339	61.841%	18.883	60.136%	0.40795	0.659
96517058-18d2-4847-8085-768ca8aa1565	1285	0.918	523.295	40.723%	76.091	42.911%	0.14434	0.838
968929b0-6bfb-4a2c-bd4d-570bfcdb8a6a	46	0.656	48.784	106.052%	6.848	75.624%	1000.0	0.473
96a2896c-1e32-4827-a526-6b7104832f9a	829	0.984	224.594	27.092%	41.957	20.695%	0.0817	0.981
96abdbc8-c622-11e3-bf01-24c6515278c0	319	0.86	169.016	52.983%	25.283	54.514%	0.27643	0.737
96b67289-9c42-402b-8e30-9efb4d512bef	30	0.569	36.679	122.263%	5.345	82.475%	1.22879	0.37
96ba50eb-3c12-41ad-ac7b-d23b2001fe44	215	0.885	116.493	54.183%	16.018	47.01%	0.31024	0.798
96cca60e-17dc-44c3-90f7-1b57b0e08e5f	84	0.862	66.542	79.217%	9.62	50.843%	0.57592	0.822
96dc785c-8417-4813-8d15-c32b22d78b74	1085	0.961	287.804	26.526%	43.565	28.802%	1000.0	0.923
96e3db14-2bb1-4f68-aed6-5e794750c96e	202	0.929	102.185	50.587%	15.313	37.472%	0.30486	0.905
96e62134-b8cc-4931-9c99-1193448c7c93	49	0.603	59.352	121.127%	8.1	79.812%	1.09274	0.403
96e99cf0-707e-49f3-9ec6-cb4f90ecf7e4	25	0.466	32.866	131.464%	5.868	108.966%	1000.0	0.33
96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb	102	0.858	76.599	75.097%	11.055	52.823%	0.58354	0.809
96f337d2-cec4-4484-87cd-ab2109d2bf50	277	0.938	137.271	49.556%	18.654	36.354%	1000.0	0.914
97064332-1d4f-4571-93ff-354ffe6d7df9	90	0.744	73.415	81.572%	9.358	67.187%	1000.0	0.478
973d0577-8ca4-44a1-817f-1d3c1bada151	253	0.926	116.075	45.879%	16.086	38.117%	0.24838	0.881
9749a9a5-cb7f-4038-a5f9-5e2d6b97c689	273	0.927	117.988	43.219%	16.003	37.963%	0.21135	0.87
978ae91e-6ebe-4efa-97ff-cfad511ae7b3	5130	0.998	598.641	11.669%	161.796	7.991%	1000.0	0.998
97a6f44a-c622-11e3-bf01-24c6515278c0	51	0.479	67.441	132.237%	10.378	88.665%	1000.0	0.25
97c1a300-978d-4df1-9e97-ce2f92b9eff1	25	0.553	34.145	136.58%	4.951	83.687%	1.50671	0.393
97c46ede-b280-4344-8dbb-e860c6472239	117	0.856	79.647	68.074%	11.628	56.537%	0.51343	0.793
97f451e5-a1cc-4f29-8318-0e6ae74efe2f	108	0.876	76.121	70.482%	10.495	52.873%	0.47748	0.829
982b58c4-02b3-4e7d-8af0-4b133d0c7e50	67	0.648	71.685	106.993%	9.102	76.653%	1000.0	0.385
987528ac-437a-4eb8-a335-4f2076d5c006	301	0.869	141.853	47.127%	18.869	50.923%	1000.0	0.569
987d41ee-6bab-490c-b0f2-bf28c0089de9	303	0.952	146.826	48.457%	26.63	41.443%	0.24305	0.946
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	115	0.897	81.103	70.524%	12.426	44.751%	0.47668	0.874
98bb3025-0637-4106-8621-12df7b5d662f	881	0.998	145.947	16.566%	30.489	8.778%	1000.0	0.998
98d27916-c622-11e3-bf01-24c6515278c0	579	0.935	202.262	34.933%	27.13	35.584%	0.09823	0.829
98e8f23c-5970-4fce-9551-4b11a772fe1b	9189	0.995	1401.748	15.255%	386.808	11.908%	1000.0	0.995
98f54445-b151-4aeb-b8cf-91d743ba066e	59	0.786	52.342	88.715%	7.598	66.384%	0.84246	0.707
992d9566-b1da-421a-bf36-d23382b115fa	211	0.86	112.562	53.347%	15.084	52.326%	1000.0	0.675
995a1ad2-faca-4a37-a59d-e62455985afb	357	0.91	167.599	46.946%	21.932	41.574%	0.20608	0.819
99696731-c88f-427b-975b-1d90013e63ff	138	0.799	97.289	70.499%	12.392	60.467%	0.41599	0.572
9988eb07-01f6-4f83-8699-bb63e0525f08	1076	0.935	365.655	33.983%	52.8	36.488%	0.1072	0.85
99bdc3da-c622-11e3-bf01-24c6515278c0	274	0.867	144.145	52.608%	19.909	50.998%	1000.0	0.719
99e7016a-c3c1-431c-8838-beb78a3cc017	67	0.722	57.478	85.788%	8.212	74.655%	0.71309	0.548
9a015939-8810-4808-9dfa-fb60a1173bc7	98	0.778	68.666	70.067%	9.704	62.902%	0.47838	0.57
9a5bb831-8cb8-4de0-b94b-088cb38def1a	329	0.885	153.143	46.548%	19.976	47.388%	0.20783	0.672
9a90f951-ad96-4883-b97f-ac43395dae5d	34	0.68	37.505	110.309%	5.688	73.432%	1.17685	0.573
9aac83e4-c622-11e3-bf01-24c6515278c0	230	0.879	118.743	51.627%	16.406	49.243%	0.29135	0.76
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	64	0.821	45.933	71.77%	5.887	57.18%	0.56449	0.673
9ae33a63-6b1a-43bf-9205-463c867bcbc4	498	0.987	136.729	27.456%	20.274	16.628%	0.10506	0.985
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	39	0.69	41.187	105.608%	5.272	72.416%	0.9162	0.504
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	339	0.959	111.177	32.796%	14.74	28.404%	0.14232	0.925
9ba2c970-c622-11e3-bf01-24c6515278c0	330	0.879	177.179	53.691%	23.109	48.439%	1000.0	0.749
9ba6be6d-2032-444b-ab3c-dbee8023759d	280	0.93	128.836	46.013%	18.305	38.868%	0.20329	0.893
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	131	0.758	100.145	76.447%	13.472	67.444%	0.53836	0.537
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	43	0.824	45.383	105.542%	7.948	59.406%	0.90881	0.808
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	18	0.687	24.878	138.211%	4.255	72.973%	1.72308	0.645
9c00828e-e9ae-4b9c-959e-34837ee2b230	370	0.952	144.423	39.033%	19.537	30.737%	0.17888	0.924
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	62	0.705	55.187	89.011%	8.155	73.234%	1000.0	0.539
9c27fedd-b1b3-4af0-9e9b-20271854db08	402	0.843	226.886	56.439%	32.85	54.659%	0.26165	0.693
9c399826-087f-44b9-98c0-bd881646b0f4	92	0.876	62.798	68.259%	8.984	48.438%	0.49937	0.83
9c681cd9-25fb-42ac-aa6b-bb962882fa22	148	0.74	109.227	73.802%	15.393	69.538%	0.53419	0.476
9c70688d-6e43-4520-9262-eaae4e4d597d	79	0.727	70.943	89.801%	9.75	68.771%	1000.0	0.553
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	32	0.605	39.257	122.678%	6.066	81.06%	1.29445	0.48
9c857452-c81d-4b9e-87a8-5b41f4394f7c	69	0.779	56.756	82.255%	7.402	62.783%	0.59161	0.625
9cb80280-c622-11e3-bf01-24c6515278c0	286	0.844	154.261	53.937%	21.897	53.939%	0.25042	0.648
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	67	0.715	63.25	94.403%	8.66	71.917%	0.85298	0.554
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	12	0.568	17.542	146.183%	3.321	83.025%	1.65252	0.514
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	71	0.741	59.22	83.408%	8.518	67.131%	0.66566	0.576
9db994a0-c622-11e3-bf01-24c6515278c0	320	0.903	152.351	47.61%	21.644	44.403%	0.23795	0.825
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	320	0.973	122.169	38.178%	17.013	23.208%	1000.0	0.966
9de495d1-55b2-4535-9b0a-a999df35977c	348	0.95	157.671	45.308%	24.625	37.414%	0.21263	0.938
9df57388-7de1-4c90-910e-ef63a246dff1	86	0.871	64.369	74.848%	9.125	49.487%	0.58838	0.831
9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b	29	0.68	35.37	121.966%	5.753	73.66%	1.09993	0.611
9e0009d1-c993-4247-9706-88ee84591dec	270	0.896	122.143	45.238%	16.426	44.378%	0.21389	0.748
9e272bea-9193-4c10-a802-f7e18b2937a3	71	0.735	61.807	87.052%	7.897	70.633%	0.73919	0.521
9e5f0a23-e184-4611-b42b-e882dcf23acd	368	0.893	171.436	46.586%	24.662	45.041%	0.20272	0.787
9e6806c4-d331-4025-abee-2f576e3bf182	399	0.853	192.683	48.291%	26.743	53.433%	1000.0	0.539
9e7b51fb-2249-451a-bf23-bb2a3d935928	81	0.642	74.495	91.969%	9.594	78.075%	0.7101	0.174
9e842227-2bc6-4185-bedb-abeb03836b51	146	0.821	92.88	63.616%	11.872	57.385%	0.42444	0.577
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	42	0.589	45.329	107.926%	7.158	88.109%	1000.0	0.417
9ebac79d-8b38-4469-837e-b834725fe6d5	242	0.959	88.76	36.678%	12.302	28.555%	0.17658	0.938
9ec31146-c622-11e3-bf01-24c6515278c0	304	0.869	161.277	53.052%	21.874	50.61%	1000.0	0.723
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	72	0.716	69.212	96.128%	10.294	80.877%	0.85638	0.599
9fb6b7be-0084-48f7-a256-6d170e72e97f	76	0.767	64.151	84.409%	8.732	68.185%	0.65806	0.633
9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9	35	0.788	36.677	104.791%	5.197	61.677%	1.03011	0.733
9fba5db6-c622-11e3-bf01-24c6515278c0	262	0.845	140.922	53.787%	21.634	53.519%	0.29842	0.701
9fc0e0e8-1b0f-400c-b4cf-126193283695	34	0.754	36.843	108.362%	5.877	65.707%	1.02177	0.701
9fc5b5c7-3973-42b4-8710-454de0cb5b50	3718	0.994	1067.222	28.704%	270.739	23.236%	1000.0	0.995
9ffcb7fa-424c-4f93-87a7-ce5e9053c613	1004	0.965	284.461	28.333%	39.886	26.767%	1000.0	0.934
9ffe694e-b488-489e-bdbe-0800e505eec4	101	0.839	77.748	76.978%	11.458	57.076%	0.57392	0.782
a08c196e-4f96-4b16-94b4-aa6a0153ac50	1195	0.976	550.271	46.048%	108.485	34.681%	1000.0	0.976
a08ec059-7592-4698-bb45-25a9c3680c23	168	0.695	140.083	83.383%	17.386	74.0%	1000.0	0.226
a0bbb3b1-e774-4c75-9301-ba43fb803f20	205	0.819	121.957	59.491%	16.39	57.767%	0.35472	0.544
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	52	0.727	49.032	94.292%	6.521	71.15%	0.94185	0.572
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	140	0.788	90.404	64.574%	12.739	62.16%	0.45811	0.536
a0f94565-9169-49ee-8e6a-21bdc43d9de6	249	0.933	117.167	47.055%	18.178	36.09%	0.25756	0.908
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	153	0.875	91.81	60.007%	11.897	48.448%	0.35282	0.778
a1724132-f95c-4622-8987-fe3183b9dce3	38	0.643	41.437	109.045%	7.086	78.252%	1.18016	0.543
a1a75f66-c622-11e3-bf01-24c6515278c0	316	0.863	173.203	54.811%	22.625	53.005%	1000.0	0.693
a1af7c42-47af-435c-bb51-b932a3cd7b91	96	0.825	74.992	78.117%	10.496	59.045%	0.55176	0.749
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	136	0.842	86.724	63.768%	11.831	54.001%	0.36322	0.717
a1fc7064-abf5-477d-983e-576a784e1d40	136	0.793	88.174	64.834%	11.966	61.384%	1000.0	0.523
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	165	0.813	112.795	68.361%	14.928	58.418%	1000.0	0.637
a2238b5f-0513-487a-9b1b-7bef85ebf336	95	0.82	66.209	69.694%	9.893	58.194%	0.45354	0.725
a284fe9d-9afd-4472-8d70-243ca9be5c2c	691	0.976	201.813	29.206%	26.612	22.031%	0.08823	0.964
a29278af-7ecf-403e-b6a9-623ea7879d05	358	0.92	141.214	39.445%	19.855	39.412%	0.1687	0.823
a2a67c8a-c622-11e3-bf01-24c6515278c0	238	0.891	117.472	49.358%	16.32	46.917%	0.22411	0.789
a2e67393-50d7-4bcc-9bbd-c695086a936a	119	0.85	77.487	65.115%	10.357	54.815%	0.45708	0.744
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	193	0.913	88.886	46.055%	11.361	41.022%	0.24148	0.815
a2f02ff7-8433-4cb5-9324-34f13edeaca1	83	0.855	63.057	75.972%	9.213	57.247%	0.59193	0.807
a2f143d6-ba07-4ff0-960d-b29c3c716665	100	0.81	71.08	71.08%	9.804	63.55%	0.47323	0.676
a3135834-3af0-4e98-bc6f-ad8ddf33db80	346	0.864	176.933	51.137%	23.849	50.368%	1000.0	0.658
a315b798-f037-48d5-91ed-e733e3bbd6ee	341	0.919	140.79	41.287%	19.566	39.505%	0.16198	0.834
a319188c-6b80-4228-8f2b-8f423c0fcf97	10	0.416	14.792	147.92%	3.172	100.307%	1000.0	0.334
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	39	0.628	45.132	115.723%	6.635	87.883%	1.15035	0.492
a3210fd0-344c-468e-8ff2-2d0869a2fb75	103	0.877	65.105	63.209%	8.935	48.104%	0.42743	0.814
a330a96e-9897-4605-b5f1-5b5ef45cd365	146	0.782	96.82	66.315%	13.519	63.17%	1000.0	0.527
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	93	0.751	75.309	80.977%	10.133	66.383%	0.53143	0.546
a37a825c-d74e-46cc-92ef-b65016857b4a	516	0.958	200.37	38.831%	31.487	31.531%	0.15	0.945
a3914a6c-c622-11e3-bf01-24c6515278c0	346	0.9	155.6	44.971%	23.131	43.713%	0.18258	0.812
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	51	0.737	50.16	98.353%	8.217	67.773%	0.78821	0.665
a3edc9cc-f54a-4459-a5d0-097879c811e5	87	0.778	68.487	78.721%	10.841	68.157%	0.56239	0.684
a441697c-4ca0-4eab-9b01-b9cb50223ce2	106	0.753	78.479	74.037%	10.125	66.189%	0.49818	0.406
a47c2012-c13d-48ac-88b6-e09bfd50122b	201	0.884	110.649	55.049%	14.293	46.693%	0.28266	0.777
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	70	0.801	60.805	86.864%	8.725	63.634%	0.67646	0.729
a4beedc3-0e96-4e1c-90b4-3674dfc01786	54	0.708	50.222	93.004%	7.041	75.057%	0.82653	0.544
a4c838df-6ac4-455a-8096-8ec680064374	179	0.915	85.316	47.663%	11.418	41.554%	0.24371	0.849
a4ca18dc-c622-11e3-bf01-24c6515278c0	337	0.914	138.722	41.164%	18.893	41.317%	0.17512	0.803
a4f8305f-4409-4776-b34d-4878d18c8693	115	0.678	99.264	86.317%	14.0	78.385%	0.67088	0.411
a5346247-3f30-470a-b4ab-732180786291	93	0.85	58.824	63.252%	7.978	52.952%	0.41859	0.739
a54aac0e-4108-49cf-bf50-687031c7cda6	82	0.763	63.222	77.1%	8.725	65.032%	0.59907	0.57
a56cd282-f6c5-4373-b3d8-676562894598	93	0.752	73.914	79.477%	10.002	66.386%	1000.0	0.541
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	37	0.758	36.022	97.357%	5.431	65.382%	0.90889	0.682
a5d5c238-0447-47fa-9a81-3b823cbdcea6	129	0.864	79.7	61.783%	12.33	53.407%	0.40005	0.803
a6045753-60bb-4e65-bc89-1ef0b47aab35	65	0.805	55.369	85.183%	8.387	61.006%	0.73995	0.742
a612b654-c622-11e3-bf01-24c6515278c0	192	0.783	142.741	74.344%	18.649	63.299%	1000.0	0.581
a64000df-16e5-4b88-865f-5c680adf60eb	139	0.91	75.516	54.328%	10.328	41.445%	0.3411	0.864
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	9	0.714	11.862	131.8%	2.39	72.061%	1.57928	0.692
a6957d15-453c-4f3b-ab8c-c38054dfe548	62	0.79	57.964	93.49%	8.624	62.238%	0.77139	0.728
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	91	0.773	70.717	77.711%	10.541	64.999%	0.64921	0.649
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	53	0.595	59.731	112.7%	8.871	84.2%	1.18407	0.416
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	225	0.99	77.165	34.296%	13.275	17.119%	1000.0	0.99
a7314730-c622-11e3-bf01-24c6515278c0	295	0.905	146.189	49.556%	18.827	43.479%	0.24716	0.816
a742a46d-2594-4efe-a701-4a2737ffae81	7	0.503	9.603	137.186%	2.308	87.234%	2.48233	0.445
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	940	0.963	263.96	28.081%	37.228	29.107%	1000.0	0.927
a78544d7-65c6-4778-af62-ceec24c14056	124	0.785	82.72	66.71%	11.42	62.117%	0.43498	0.526
a7a56d67-1bd7-4d69-9237-34c2d261261b	141	0.771	100.957	71.601%	13.221	64.131%	0.48927	0.482
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	44	0.712	43.936	99.855%	6.486	70.768%	0.94119	0.597
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	7	0.58	10.726	153.229%	2.206	83.379%	1.87345	0.558
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	118	0.911	68.28	57.864%	9.92	42.454%	0.41529	0.879
a83e247a-8f65-4be4-9c6e-a72c4abffae8	38	0.449	51.465	135.434%	7.245	92.012%	1000.0	0.147
a846f5e8-c622-11e3-bf01-24c6515278c0	232	0.881	119.442	51.484%	15.898	47.378%	0.29884	0.747
a84915de-6562-4836-86f9-f2a05598296e	2366	0.995	420.034	17.753%	96.154	11.312%	1000.0	0.995
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	226	0.843	128.044	56.657%	16.273	54.243%	1000.0	0.57
a876398c-5b1d-444f-a360-5fe2db697480	243	0.867	116.119	47.786%	15.883	50.052%	0.27535	0.617
a89a2341-263d-4e7f-87fa-18d9692d6b2b	156	0.834	90.244	57.849%	12.181	55.368%	0.32169	0.606
a8f86b64-914c-4d89-897b-33bcdd1759f7	84	0.891	59.699	71.07%	8.357	45.456%	0.57109	0.859
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	2121	0.99	479.583	22.611%	115.809	20.317%	1000.0	0.99
a94d63fa-c622-11e3-bf01-24c6515278c0	254	0.895	122.792	48.343%	15.801	44.8%	0.21702	0.758
a96eddfc-3afb-4bf8-a440-c91778113fbd	1358	0.964	362.23	26.674%	48.724	27.043%	0.06096	0.912
a971ac23-0664-405d-9f5c-9ca892af003e	16	0.487	23.008	143.8%	4.042	90.382%	2.22	0.375
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	53	0.758	46.779	88.262%	6.668	67.016%	0.86211	0.644
a9d055c6-6c53-4e85-8270-34883a1342a9	53	0.687	49.983	94.308%	7.767	73.066%	0.90131	0.542
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	104	0.746	76.106	73.179%	10.262	66.8%	0.58011	0.412
a9ec7d9e-b179-4782-a589-43c7d1642be9	22	0.533	28.877	131.259%	4.171	85.14%	1.3675	0.327
aa018d90-5250-4313-9f7c-a3f196765e07	23	0.572	30.042	130.617%	4.977	84.127%	1.54926	0.466
aa06ae46-2336-4666-a3af-fc790daf8da4	274	0.873	145.463	53.089%	22.715	51.759%	0.25216	0.795
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	51	0.713	46.252	90.69%	6.706	71.896%	0.79907	0.557
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	105	0.799	68.502	65.24%	9.384	60.198%	0.44346	0.56
aa4a868a-df23-4eef-a618-e945aa2ce98a	371	0.876	181.521	48.927%	25.352	48.566%	0.23226	0.721
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	12	0.347	18.855	157.125%	3.68	98.352%	1.8585	0.222
aa58c09a-7799-4675-8310-d270224b163e	41	0.86	38.76	94.537%	5.385	51.579%	0.83655	0.831
aa5907cb-3be3-4e23-982d-719417baeb37	20	0.618	25.213	126.065%	4.073	79.878%	1.37809	0.523
aa847c3d-d3a7-46aa-a81b-db5099a458fb	141	0.842	85.227	60.445%	11.332	54.458%	0.36028	0.674
aabddb20-c622-11e3-bf01-24c6515278c0	119	0.865	72.251	60.715%	10.167	52.087%	0.42393	0.78
aacaba97-ecde-440b-aae0-0e9c608c4b24	74	0.745	63.398	85.673%	8.471	66.969%	0.60168	0.562
