Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
GEL-2403462-11	206	0.891	110.905	53.837%	16.373	45.764%	0.27356	0.831
GEL-2403462-12	163	0.807	105.361	64.639%	14.055	59.66%	1000.0	0.571
GEL-2403601-11	35	0.757	30.393	86.837%	5.118	69.011%	1.05041	0.682
GEL-2403672-11	214	0.9	108.113	50.52%	14.678	43.937%	0.26015	0.822
GEL-2403687-11	41	0.596	47.684	116.302%	6.893	81.805%	1.23674	0.41
GEL-2403758-11	68	0.729	59.922	88.121%	9.188	74.525%	0.7054	0.607
GEL-2404122-11	177	0.789	114.292	64.572%	15.545	61.688%	0.44457	0.491
GEL-2404126-11	33	0.67	37.506	113.655%	5.42	74.449%	1.10661	0.55
GEL-2404168-11	36	0.65	42.529	118.136%	5.38	76.085%	1.04476	0.46
GEL-2404286-11	43	0.816	38.205	88.849%	6.283	58.589%	0.94057	0.775
GEL-2404354-11	156	0.818	101.543	65.092%	13.146	58.211%	0.42674	0.603
GEL-2404398-11	56	0.63	60.056	107.243%	7.773	77.73%	0.89751	0.333
GEL-2404430-11	306	0.926	141.334	46.188%	20.302	38.533%	0.21669	0.885
GEL-2404519-11	755	0.966	256.841	34.019%	44.093	30.676%	0.11968	0.958
GEL-2404575-11	81	0.785	65.651	81.051%	8.957	61.957%	0.58783	0.657
GEL-2404616-11	148	0.866	102.292	69.116%	14.949	54.513%	0.43699	0.815
GEL-2404616-12	197	0.852	123.072	62.473%	17.276	57.175%	0.32491	0.753
GEL-2404617-11	109	0.912	71.607	65.694%	9.72	41.111%	0.41042	0.885
GEL-2404841-11	291	0.862	146.535	50.356%	19.571	50.855%	0.22766	0.613
GEL-2404844-11	116	0.846	78.818	67.947%	13.056	54.976%	0.44818	0.794
GEL-2404872-11	176	0.937	92.149	52.357%	14.134	34.923%	0.31838	0.921
GEL-2404872-12	178	0.933	95.566	53.689%	12.47	36.088%	0.32596	0.907
GEL-2404872-13	191	0.949	88.651	46.414%	12.761	31.853%	1000.0	0.933
GEL-2405134-11	211	0.892	104.342	49.451%	14.179	46.321%	0.25898	0.783
GEL-2405163-11	239	0.867	125.094	52.341%	17.006	50.301%	0.2892	0.706
GEL-2405195-11	195	0.901	111.376	57.116%	14.246	45.812%	0.32421	0.838
GEL-2405235-11	90	0.81	69.16	76.844%	9.168	58.692%	0.57012	0.688
GEL-2405241-11	336	0.899	170.977	50.886%	25.044	45.214%	0.25787	0.838
GEL-2405275-11	189	0.913	92.376	48.876%	12.05	40.877%	0.24138	0.842
GEL-2405351-11	282	0.896	141.092	50.033%	18.79	44.412%	0.26302	0.796
GEL-2405464-11	155	0.946	84.804	54.712%	12.444	34.342%	0.39996	0.935
GEL-2405613-11	156	0.876	89.057	57.088%	12.031	49.87%	0.37527	0.782
GEL-2405632-11	82	0.764	69.607	84.887%	8.955	64.627%	0.61037	0.591
GEL-2405635-11	98	0.732	79.238	80.855%	11.226	68.574%	0.6168	0.523
GEL-2405690-11	157	0.886	94.485	60.182%	12.548	46.731%	0.38172	0.819
GEL-2405790-11	318	0.89	150.291	47.261%	20.067	46.554%	0.2049	0.743
GEL-2405796-11	395	0.991	145.514	36.839%	36.91	27.738%	1000.0	0.992
GEL-2405810-11	49	0.652	48.988	99.976%	6.949	76.275%	0.87017	0.437
GEL-2405901-11	118	0.842	79.203	67.121%	11.449	54.091%	0.47713	0.756
GEL-2406139-11	101	0.747	81.082	80.279%	10.287	66.821%	1000.0	0.462
GEL-2406180-11	114	0.697	89.535	78.539%	12.552	72.229%	0.58102	0.324
GEL-2406188-11	24	0.516	33.657	140.237%	5.44	86.014%	1.66423	0.376
GEL-2406231-11	127	0.805	84.415	66.469%	10.882	59.455%	0.41699	0.55
GEL-2406310-11	189	0.924	104.067	55.062%	14.573	42.955%	0.29912	0.896
GEL-2406360-11	41	0.681	40.506	98.795%	6.593	73.256%	0.83473	0.562
GEL-2406363-11	204	0.904	105.081	51.51%	14.26	43.513%	0.31257	0.837
GEL-2406501-11	48	0.67	49.689	103.519%	6.969	74.29%	0.94913	0.492
GEL-2406642-11	85	0.698	77.625	91.324%	10.547	71.598%	0.70605	0.465
GEL-2406712-11	27	0.492	36.826	136.393%	5.847	91.315%	1000.0	0.336
GEL-2406800-11	49	0.814	38.66	78.898%	5.839	58.1%	0.67386	0.743
GEL-2406826-11	227	0.907	111.584	49.156%	14.716	42.08%	0.25471	0.829
GEL-2406924-11	44	0.559	50.894	115.668%	7.2	86.056%	1.14916	0.315
GEL-2407028-11	150	0.856	96.625	64.417%	13.591	53.308%	0.40489	0.773
GEL-2407030-11	3268	0.967	766.986	23.47%	131.242	25.314%	0.05932	0.944
GEL-2407085-11	29	0.604	31.713	109.355%	4.784	80.864%	1.07997	0.418
GEL-2407140-11	351	0.91	142.876	40.705%	18.722	41.523%	0.17392	0.737
GEL-2407421-11	27	0.72	31.066	115.059%	4.601	70.165%	1.32019	0.648
GEL-2407422-11	711	0.962	222.044	31.23%	31.179	28.28%	1000.0	0.936
GEL-2407704-11	244	0.881	124.448	51.003%	18.032	47.42%	0.31375	0.78
GEL-2407717-11	129	0.792	87.074	67.499%	11.659	61.363%	0.46383	0.548
GEL-2407744-11	123	0.936	103.969	84.528%	21.991	62.577%	1000.0	0.936
GEL-2407885-11	106	0.796	69.779	65.829%	9.822	61.149%	0.41326	0.59
GEL-2407994-11	255	0.896	114.656	44.963%	16.255	44.422%	0.19489	0.775
GEL-2408091-11	311	0.9	144.361	46.418%	19.854	43.606%	0.19446	0.794
GEL-2408337-11	204	0.83	133.738	65.558%	17.998	55.971%	1000.0	0.683
GEL-2408576-11	98	0.783	70.227	71.66%	9.056	62.492%	0.52192	0.527
GEL-2408596-11	44	0.658	45.97	104.477%	6.773	76.689%	1.00928	0.505
GEL-2408618-11	225	0.944	114.544	50.908%	20.685	43.368%	0.26289	0.937
GEL-2408632-12	135	0.815	84.826	62.834%	12.004	58.091%	0.37099	0.631
GEL-2408966-11	277	0.871	147.985	53.424%	20.772	49.331%	0.32116	0.751
GEL-2408995-11	88	0.745	70.741	80.388%	8.884	66.966%	0.62804	0.438
GEL-2409019-11	2706	0.936	917.789	33.917%	182.11	35.326%	0.11337	0.91
GEL-2409102-11	46	0.673	45.194	98.248%	6.161	74.713%	0.92174	0.458
GEL-2409154-11	49	0.845	42.028	85.771%	7.213	65.037%	1.01953	0.818
GEL-2409177-11	47	0.711	50.059	106.509%	7.25	70.753%	0.93486	0.615
GEL-2409195-11	52	0.661	51.444	98.931%	7.481	77.995%	0.9265	0.483
GEL-2409307-11	69	0.677	64.742	93.829%	9.393	78.548%	1.07079	0.491
GEL-2409366-11	155	0.845	98.548	63.579%	13.102	54.83%	1000.0	0.718
GEL-2409378-11	266	0.891	148.147	55.694%	23.054	50.046%	0.30678	0.844
GEL-2409381-11	39	0.8	36.332	93.159%	5.344	60.125%	0.82156	0.741
GEL-2409403-11	113	0.84	78.707	69.652%	10.905	54.322%	0.44491	0.749
GEL-2409447-11	121	0.783	87.846	72.6%	11.087	62.271%	0.50505	0.511
GEL-2409794-11	50	0.656	53.305	106.61%	8.073	86.058%	0.95606	0.525
GEL-2409886-11	49	0.752	43.641	89.063%	6.204	68.098%	0.82494	0.633
GEL-2409906-11	74	0.713	64.515	87.182%	8.359	70.147%	0.65413	0.428
GEL-2409906-12	90	0.732	73.287	81.43%	9.971	68.16%	0.62539	0.483
GEL-2409906-13	100	0.692	85.131	85.131%	11.38	72.556%	0.70217	0.344
GEL-2409906-14	84	0.734	75.789	90.225%	9.849	67.965%	0.71904	0.54
GEL-2409906-15	86	0.75	71.186	82.774%	9.543	66.169%	0.60829	0.555
GEL-2409953-11	73	0.828	53.115	72.76%	7.889	59.297%	0.51659	0.751
GEL-2410062-11	145	0.769	103.336	71.266%	13.96	66.78%	1000.0	0.518
GEL-2410273-11	46	0.602	50.259	109.259%	7.319	79.857%	1.0126	0.37
GEL-2410324-11	62	0.844	47.18	76.097%	6.525	56.793%	0.58654	0.778
GEL-2410521-11	36	0.587	45.377	126.047%	6.385	81.09%	1.23925	0.406
GEL-2410679-11	72	0.725	68.385	94.979%	10.64	74.863%	0.83665	0.626
GEL-2410821-11	17257	0.979	3980.847	23.068%	793.187	20.717%	1000.0	0.973
GEL-2410947-11	45	0.694	46.017	102.26%	6.154	72.027%	0.86802	0.524
GEL-2410971-11	187	0.97	112.113	59.953%	27.248	49.923%	1000.0	0.974
GEL-2411015-11	117	0.77	89.035	76.098%	12.196	69.381%	0.52464	0.587
GEL-2411169-11	1538	0.963	422.898	27.497%	65.463	28.279%	0.07318	0.936
GEL-2411209-11	426	0.987	126.617	29.722%	23.072	17.7%	0.13396	0.985
GEL-2411232-11	64	0.818	51.788	80.919%	7.559	59.026%	0.69119	0.75
GEL-2411235-11	49	0.812	49.135	100.276%	7.072	58.329%	0.8753	0.768
GEL-2411556-11	2074	0.954	832.809	40.155%	156.304	32.19%	0.15912	0.946
GEL-2411564-11	226	0.898	111.27	49.235%	14.846	44.047%	0.24769	0.797
GEL-2411644-11	47	0.767	43.461	92.47%	6.211	65.109%	0.77864	0.675
GEL-2411670-11	144	0.811	96.098	66.735%	12.784	58.595%	0.41418	0.616
GEL-2411757-11	351	0.922	155.765	44.377%	20.67	38.657%	0.18863	0.854
GEL-2411821-11	116	0.738	89.601	77.242%	11.317	68.12%	0.51264	0.355
GEL-2411823-11	1447	0.969	372.301	25.729%	53.134	25.73%	0.06817	0.94
GEL-2411995-11	147	0.858	103.859	70.652%	13.873	52.323%	1000.0	0.788
GEL-2412160-11	96	0.659	86.513	90.118%	11.703	75.859%	1000.0	0.3
GEL-2412186-11	165	0.776	117.953	71.487%	16.25	63.205%	1000.0	0.553
GEL-2412196-11	240	0.907	135.139	56.308%	20.329	46.107%	0.32061	0.872
GEL-2412214-11	121	0.731	91.837	75.898%	12.62	69.366%	1000.0	0.43
GEL-2412427-11	244	0.904	129.903	53.239%	19.656	44.107%	0.29592	0.862
GEL-2412570-11	145	0.857	92.714	63.941%	12.841	53.551%	0.4242	0.769
GEL-2412779-11	133	0.808	79.194	59.544%	11.115	58.992%	0.39855	0.535
GEL-2412836-11	47	0.694	52.524	111.753%	6.874	72.059%	1.01509	0.553
GEL-2412874-11	65	0.66	68.959	106.091%	8.922	75.137%	0.85465	0.424
GEL-2413039-11	239	0.825	141.803	59.332%	18.644	57.13%	1000.0	0.558
GEL-2413192-11	188	0.892	107.388	57.121%	17.081	51.832%	0.32157	0.851
GEL-2413361-11	54	0.602	61.456	113.807%	7.704	80.32%	1000.0	0.268
GEL-2413369-11	381	0.954	143.576	37.684%	18.959	30.078%	0.15459	0.926
GEL-2413493-11	92	0.697	77.704	84.461%	9.834	72.894%	1000.0	0.29
GEL-2413497-11	136	0.817	92.433	67.965%	12.33	60.164%	1000.0	0.657
GEL-2413754-11	57	0.806	48.168	84.505%	6.126	59.222%	0.68452	0.699
GEL-2413923-11	240	0.89	132.04	55.017%	18.816	49.654%	0.2925	0.823
GEL-2413968-11	351	0.904	150.549	42.891%	20.509	43.382%	0.19592	0.768
GEL-2413982-11	60	0.664	59.289	98.815%	7.71	74.886%	0.76479	0.372
GEL-2413994-11	88	0.878	60.817	69.11%	8.662	48.122%	0.53185	0.834
GEL-2414006-11	223	0.905	125.132	56.113%	17.001	42.73%	0.32236	0.857
GEL-2414019-11	897	0.995	184.707	20.592%	37.958	11.935%	1000.0	0.995
GEL-2414040-11	981	0.936	433.71	44.211%	77.107	36.281%	0.21709	0.919
GEL-2414203-11	254	0.856	135.02	53.157%	19.176	52.268%	0.25107	0.696
GEL-2414250-11	137	0.847	86.625	63.23%	12.183	53.375%	0.45233	0.743
GEL-2414463-11	1950	0.99	375.064	19.234%	49.524	15.563%	0.03824	0.984
GEL-2414730-11	1219	0.958	368.475	30.228%	48.777	29.642%	1000.0	0.907
GEL-2414761-11	107	0.81	70.15	65.561%	9.274	59.739%	0.4113	0.595
GEL-2415057-11	480	0.953	158.386	32.997%	22.134	30.507%	0.12584	0.914
GEL-2415086-11	2455	0.965	678.968	27.657%	109.85	27.641%	0.07028	0.946
GEL-2415116-11	78	0.765	65.065	83.417%	10.387	71.338%	0.59988	0.676
GEL-2415197-11	222	0.906	106.609	48.022%	15.158	44.776%	0.25376	0.839
GEL-2415282-11	427	0.912	200.219	46.89%	27.693	44.476%	0.22675	0.845
GEL-2415288-11	1257	0.975	330.367	26.282%	43.658	22.775%	1000.0	0.957
GEL-2415390-11	65	0.758	55.927	86.042%	7.689	65.217%	0.65218	0.616
GEL-2415490-11	50	0.776	45.985	91.97%	6.191	66.759%	0.87792	0.678
GEL-2415581-11	151	0.913	72.6	48.079%	10.289	40.831%	0.27966	0.857
GEL-2415581-12	142	0.787	101.616	71.561%	13.766	61.687%	0.4449	0.586
GEL-2415581-13	183	0.858	107.142	58.548%	13.65	51.482%	0.3253	0.693
GEL-2415581-14	124	0.857	70.346	56.731%	8.984	51.697%	0.32873	0.663
GEL-2415605-11	231	0.876	121.842	52.745%	15.97	48.261%	0.29742	0.729
GEL-2415629-11	354	0.961	142.533	40.264%	21.177	27.697%	1000.0	0.95
GEL-2415642-11	562	0.958	218.324	38.848%	32.006	29.389%	0.14095	0.943
GEL-2415788-11	28	0.703	34.019	121.496%	5.378	73.185%	1.06382	0.668
GEL-2415881-11	331	0.885	165.219	49.915%	22.65	49.158%	1000.0	0.764
GEL-2416003-11	87	0.789	68.877	79.169%	9.287	62.756%	0.6264	0.656
GEL-2416006-11	28	0.66	33.131	118.325%	4.515	75.25%	1.07244	0.522
GEL-2416092-11	35	0.52	42.935	122.671%	7.166	86.269%	1.34266	0.345
GEL-2416132-11	1010	0.963	281.186	27.84%	40.104	27.397%	1000.0	0.929
GEL-2416160-11	184	0.874	98.35	53.451%	12.744	48.586%	0.27642	0.718
GEL-2416204-11	99	0.888	65.191	65.849%	8.501	45.901%	0.52653	0.837
GEL-2416423-11	16674	0.998	2732.797	16.39%	466.003	7.945%	1000.0	0.997
GEL-2416440-11	146	0.676	122.645	84.003%	16.395	74.989%	1000.0	0.26
GEL-2416542-11	84	0.714	76.179	90.689%	10.366	70.207%	0.7274	0.515
GEL-2416882-11	3029	0.983	636.818	21.024%	96.6	19.592%	1000.0	0.974
GEL-2416937-11	546	0.992	207.517	38.007%	44.859	24.154%	1000.0	0.993
GEL-2417000-11	1718	0.964	482.294	28.073%	71.513	26.59%	0.06767	0.937
GEL-2417184-11	255	0.972	105.16	41.239%	13.454	23.669%	0.23426	0.964
GEL-2417258-11	280	0.916	124.906	44.609%	16.528	40.157%	0.19396	0.83
GEL-2417261-11	608	0.934	268.607	44.179%	39.63	37.983%	1000.0	0.902
GEL-2417327-11	259	0.934	192.349	74.266%	42.2	62.915%	1000.0	0.934
GEL-2417558-11	1469	0.956	444.135	30.234%	80.853	30.707%	0.08381	0.937
GEL-2417562-11	106	0.76	81.145	76.552%	10.462	65.134%	1000.0	0.484
GEL-2417880-11	1740	0.941	556.612	31.989%	92.28	33.966%	1000.0	0.895
GEL-2417988-11	2001	0.995	300.406	15.013%	78.392	10.906%	1000.0	0.995
GEL-2417994-11	5649	0.995	930.282	16.468%	301.764	13.01%	1000.0	0.995
GEL-2417994-12	5646	0.995	861.578	15.26%	279.327	12.144%	1000.0	0.995
GEL-2417994-13	5646	0.995	895.68	15.864%	298.489	12.895%	1000.0	0.995
GEL-2418001-11	3970	0.999	384.227	9.678%	84.154	5.424%	1000.0	0.999
GEL-2418014-11	271	0.909	121.956	45.002%	16.341	41.654%	0.21317	0.812
GEL-2418168-11	350	0.923	137.845	39.384%	19.23	38.962%	1000.0	0.834
GEL-2418199-11	2149	0.971	603.798	28.097%	89.954	26.241%	1000.0	0.955
GEL-2418211-11	226	0.848	125.79	55.659%	16.482	53.03%	0.2938	0.614
GEL-2418340-11	221	0.855	132.644	60.02%	19.956	53.7%	0.33092	0.769
GEL-2418413-11	31	0.721	38.96	125.677%	6.247	69.411%	1.26007	0.672
GEL-2418434-11	83	0.739	72.984	87.933%	11.942	72.812%	0.63427	0.646
GEL-2418536-11	104	0.791	75.867	72.949%	9.978	61.179%	0.4963	0.593
GEL-2418582-11	91	0.789	69.407	76.271%	10.408	67.044%	0.64589	0.681
GEL-2418656-11	75	0.801	55.111	73.481%	8.114	60.989%	0.52903	0.69
GEL-2418898-11	170	0.836	109.759	64.564%	15.215	55.336%	0.42644	0.711
GEL-2419099-11	65	0.781	55.259	85.014%	7.364	62.915%	0.67743	0.658
GEL-2419133-11	179	0.938	85.845	47.958%	11.359	34.807%	0.26452	0.909
GEL-2419150-11	54	0.77	45.97	85.13%	6.952	63.998%	0.69961	0.674
GEL-2419246-11	169	0.882	94.691	56.03%	12.669	48.126%	1000.0	0.789
GEL-2419274-11	109	0.79	80.928	74.246%	12.473	63.901%	0.58104	0.685
GEL-2419360-11	206	0.926	105.356	51.144%	15.57	40.582%	0.28181	0.899
GEL-2419404-11	86	0.706	74.38	86.488%	9.975	70.889%	1000.0	0.43
GEL-2419430-11	28	0.557	34.108	121.814%	4.625	84.441%	1000.0	0.299
GEL-2419467-11	130	0.809	89.148	68.575%	12.341	64.507%	1000.0	0.657
GEL-2419472-11	36	0.724	37.364	103.789%	5.173	70.396%	0.9986	0.616
GEL-2419562-11	67	0.649	65.144	97.23%	9.067	77.465%	1000.0	0.398
GEL-2419563-11	115	0.759	80.447	69.954%	10.965	65.412%	0.46367	0.433
GEL-2419563-12	115	0.692	97.567	84.841%	13.071	75.846%	1000.0	0.385
GEL-2419643-11	59	0.767	48.222	81.732%	6.886	64.212%	0.6143	0.631
GEL-2419643-12	54	0.809	46.937	86.92%	6.282	58.836%	0.7421	0.727
GEL-2419643-13	58	0.812	48.765	84.078%	7.263	59.701%	0.78874	0.749
GEL-2419643-14	62	0.723	60.44	97.484%	8.626	69.063%	0.90781	0.599
GEL-2419645-11	69	0.789	64.791	93.9%	9.297	63.405%	0.81568	0.721
GEL-2419895-11	132	0.847	73.827	55.93%	9.736	53.433%	0.35934	0.628
GEL-2419977-11	115	0.75	85.725	74.543%	10.985	66.977%	1000.0	0.399
GEL-2420123-11	35	0.49	42.592	121.691%	5.946	90.676%	1000.0	0.157
GEL-2420564-11	352	0.875	181.377	51.528%	24.309	49.415%	0.28398	0.724
GEL-2420641-11	341	0.976	131.036	38.427%	20.335	22.207%	0.2314	0.972
GEL-2420675-11	366	0.923	141.01	38.527%	19.76	38.693%	0.15276	0.83
GEL-2420893-11	281	0.909	123.791	44.054%	18.959	42.967%	0.24132	0.845
GEL-2420940-11	313	0.926	140.075	44.752%	19.108	37.788%	0.23712	0.873
GEL-2421101-11	144	0.896	73.925	51.337%	10.433	44.406%	0.33021	0.823
GEL-2421122-11	104	0.955	73.789	70.951%	17.032	56.153%	1000.0	0.957
GEL-2421380-11	71	0.84	56.369	79.393%	7.893	56.235%	0.6054	0.78
GEL-2421586-11	100	0.696	82.749	82.749%	10.968	72.637%	1000.0	0.321
GEL-2421760-11	336	0.943	130.724	38.906%	17.32	33.197%	0.17665	0.898
GEL-2421957-11	82	0.771	64.221	78.318%	8.351	63.676%	1000.0	0.563
GEL-2422074-11	344	0.854	177.557	51.615%	23.947	52.133%	0.24564	0.601
GEL-2422117-11	751	0.947	253.31	33.73%	34.833	34.135%	1000.0	0.892
GEL-2422120-11	343	0.92	141.384	41.22%	19.282	39.286%	0.20048	0.829
GEL-2422294-11	42	0.656	45.167	107.54%	6.869	84.552%	0.96697	0.53
GEL-2422316-11	220	0.861	109.115	49.598%	15.337	50.842%	0.23429	0.649
GEL-2422335-11	107	0.777	76.741	71.721%	10.52	63.209%	0.47946	0.561
GEL-2423052-11	276	0.877	144.989	52.532%	19.47	48.255%	0.29042	0.744
GEL-2423249-11	299	0.948	124.141	41.519%	16.598	32.696%	0.22247	0.919
GEL-2423326-11	216	0.924	103.872	48.089%	14.627	38.386%	0.29285	0.883
GEL-2423347-11	694	0.943	265.638	38.276%	44.259	39.01%	1000.0	0.921
GEL-2423377-11	92	0.936	58.722	63.828%	9.394	39.697%	0.47952	0.926
GEL-2423514-12	170	0.959	77.606	45.651%	13.412	31.098%	1000.0	0.953
GEL-2423514-13	215	0.981	88.284	41.062%	15.26	25.977%	0.24147	0.98
GEL-2423608-11	38	0.571	46.03	121.132%	7.265	95.394%	1.79018	0.432
GEL-2423791-11	126	0.843	80.975	64.266%	11.6	53.852%	0.3992	0.744
GEL-2423803-11	1375	0.976	487.803	35.477%	131.17	25.351%	1000.0	0.975
GEL-2423837-11	272	0.926	138.719	51.0%	20.68	41.986%	0.23428	0.899
GEL-2423921-11	90	0.856	60.633	67.37%	8.365	52.078%	0.44179	0.778
GEL-2424013-11	55	0.721	54.84	99.709%	7.433	69.313%	0.82576	0.582
GEL-2424098-11	168	0.768	119.139	70.916%	16.574	65.72%	0.50368	0.535
GEL-2424242-11	83	0.78	66.405	80.006%	8.767	62.782%	0.64061	0.62
GEL-2424294-11	112	0.967	52.307	46.703%	8.144	26.938%	0.33072	0.961
GEL-2424468-11	98	0.837	65.082	66.41%	9.734	57.358%	0.46455	0.751
GEL-2424580-11	251	0.886	127.154	50.659%	17.462	46.323%	0.29433	0.777
GEL-2424581-11	1580	0.937	609.011	38.545%	93.961	37.306%	0.14335	0.899
GEL-2424885-11	6822	0.956	2329.566	34.148%	382.522	29.547%	0.11047	0.938
GEL-2424992-11	98	0.773	79.811	81.44%	11.052	64.238%	0.62204	0.634
GEL-2425061-11	185	0.775	116.347	62.89%	16.659	64.407%	0.37677	0.454
GEL-2425095-11	35	0.638	40.994	117.126%	5.813	76.995%	1.11093	0.486
GEL-2425167-11	207	0.889	102.016	49.283%	14.584	47.849%	0.2812	0.791
GEL-2425225-11	179	0.789	120.586	67.366%	15.966	62.769%	1000.0	0.526
GEL-2425664-11	169	0.87	106.037	62.744%	14.08	49.26%	0.44226	0.787
GEL-2425747-11	49	0.769	45.338	92.527%	6.778	66.147%	0.79645	0.691
GEL-2425806-11	115	0.733	93.364	81.186%	12.197	68.29%	0.5693	0.447
GEL-2425871-11	468	0.936	194.694	41.601%	31.821	42.768%	1000.0	0.911
GEL-2425982-11	231	0.906	109.899	47.575%	15.989	42.475%	0.26868	0.839
GEL-2426064-11	226	0.95	111.689	49.42%	20.961	39.14%	1000.0	0.944
GEL-2426128-11	312	0.935	130.552	41.844%	18.327	35.642%	0.1893	0.893
GEL-2426231-11	244	0.912	119.16	48.836%	18.353	43.648%	0.2609	0.869
GEL-2426251-11	202	0.915	111.897	55.395%	15.25	40.469%	0.30962	0.876
GEL-2426415-11	67	0.833	55.67	83.09%	7.654	56.273%	0.58366	0.777
GEL-2426495-11	28	0.563	39.028	139.386%	5.621	82.877%	1.27525	0.424
GEL-2426548-11	80	0.751	64.694	80.868%	8.113	66.242%	1000.0	0.473
GEL-2426555-11	168	0.87	96.464	57.419%	14.468	51.606%	0.31975	0.795
GEL-2426572-11	117	0.677	103.39	88.368%	13.423	74.229%	0.66186	0.288
GEL-2426592-11	195	0.839	118.024	60.525%	14.875	55.017%	0.30659	0.614
GEL-2426595-11	49	0.766	43.992	89.78%	5.725	64.411%	0.74509	0.63
GEL-2426902-11	88	0.918	52.199	59.317%	6.81	40.268%	0.44524	0.886
GEL-2427035-11	25	0.438	35.206	140.824%	5.343	95.963%	1.90731	0.232
GEL-2427132-11	83	0.771	63.766	76.827%	9.063	64.571%	0.62996	0.615
GEL-2427183-11	146	0.92	83.041	56.877%	10.781	40.012%	0.3787	0.885
GEL-2427191-11	388	0.916	159.432	41.091%	20.884	40.162%	0.15358	0.788
GEL-2427260-11	95	0.807	68.32	71.916%	8.901	59.078%	0.59028	0.638
GEL-2427269-11	201	0.887	112.59	56.015%	15.363	49.302%	0.3382	0.809
GEL-2427322-11	359	0.929	144.149	40.153%	19.565	37.466%	0.17634	0.859
GEL-2427345-11	36	0.65	39.743	110.397%	5.557	77.062%	1.07476	0.485
GEL-2427384-11	23	0.677	25.208	109.6%	3.826	73.631%	1.12984	0.567
GEL-2427740-11	821	0.968	235.538	28.689%	33.523	25.497%	0.08076	0.947
GEL-2427756-11	71	0.714	63.058	88.814%	9.755	74.598%	0.71902	0.582
GEL-2427766-11	305	0.892	143.29	46.98%	24.06	47.05%	0.23747	0.83
GEL-2427766-12	895	0.901	358.627	40.07%	66.496	43.48%	0.15934	0.842
GEL-2427970-11	298	0.898	137.272	46.064%	17.665	44.162%	0.1962	0.743
GEL-2428003-11	148	0.79	105.278	71.134%	14.096	61.579%	1000.0	0.586
GEL-2428003-12	147	0.827	88.68	60.327%	11.677	56.509%	0.3798	0.589
GEL-2428003-13	158	0.777	114.735	72.617%	14.832	63.129%	0.4533	0.506
GEL-2428003-14	156	0.788	102.068	65.428%	13.803	62.103%	1000.0	0.503
GEL-2428295-11	252	0.829	148.348	58.868%	21.317	56.411%	0.3506	0.654
GEL-2428340-11	146	0.719	118.227	80.977%	17.423	70.544%	0.65849	0.515
GEL-2428569-11	239	0.88	117.963	49.357%	15.393	47.481%	0.23252	0.695
GEL-2428609-11	248	0.856	139.369	56.197%	19.692	52.257%	0.3088	0.725
GEL-2428705-11	91	0.866	64.335	70.698%	8.725	50.628%	0.51746	0.807
GEL-2428780-11	39	0.789	36.0	92.308%	5.892	64.673%	1.14923	0.739
GEL-2428835-11	205	0.888	111.239	54.263%	14.618	46.249%	0.29986	0.792
GEL-2428932-11	526	0.944	185.947	35.351%	26.974	33.957%	1000.0	0.901
GEL-2428995-11	200	0.879	111.624	55.812%	16.918	48.879%	0.33036	0.812
GEL-2429220-11	35	0.665	40.323	115.209%	5.855	80.425%	1.20522	0.554
GEL-2429311-11	1308	0.956	377.716	28.877%	63.293	30.142%	1000.0	0.927
GEL-2429381-11	109	0.789	78.531	72.047%	10.328	61.612%	1000.0	0.578
GEL-2429410-11	281	0.913	125.458	44.647%	17.227	40.82%	0.22245	0.831
GEL-2429462-11	278	0.985	110.29	39.673%	24.777	25.928%	1000.0	0.985
GEL-2429534-11	2145	0.969	531.059	24.758%	88.239	25.787%	0.05698	0.949
GEL-2429749-11	46	0.683	47.089	102.367%	6.785	74.03%	1.04737	0.538
GEL-2430018-11	177	0.944	86.681	48.972%	11.925	34.268%	0.29833	0.924
GEL-2430079-11	253	0.916	128.42	50.759%	20.442	44.704%	0.27905	0.884
GEL-2430096-11	116	0.891	78.352	67.545%	9.954	45.914%	0.47111	0.842
GEL-2430096-12	142	0.829	88.078	62.027%	13.592	58.062%	0.36366	0.721
GEL-2430100-11	101	0.887	59.256	58.669%	8.325	46.322%	0.44064	0.827
GEL-2430118-11	65	0.686	65.899	101.383%	8.672	73.031%	0.89846	0.486
GEL-2430338-11	166	0.802	105.481	63.543%	14.684	62.051%	1000.0	0.583
GEL-2430459-11	236	0.904	130.606	55.342%	20.209	43.403%	0.31438	0.868
GEL-2430582-11	65	0.769	60.211	92.632%	8.662	70.028%	0.73647	0.683
GEL-2430658-11	93	0.853	66.047	71.018%	10.04	54.53%	0.49761	0.801
GEL-2430667-11	54	0.724	54.567	101.05%	8.408	78.748%	1.00504	0.638
GEL-2430721-11	80	0.791	64.793	80.991%	8.131	61.29%	0.63142	0.633
GEL-2430734-11	105	0.82	64.893	61.803%	9.048	57.339%	0.50777	0.627
GEL-2430820-11	65	0.735	59.288	91.212%	7.984	69.757%	0.80987	0.58
GEL-2431224-11	84	0.831	61.577	73.306%	8.197	55.774%	0.53379	0.731
GEL-2431300-11	164	0.886	91.679	55.902%	12.513	46.376%	0.31394	0.807
GEL-2431353-11	26	0.552	32.875	126.442%	5.255	90.123%	1.22087	0.419
GEL-2431377-11	60	0.753	53.765	89.608%	6.963	65.794%	0.71549	0.591
